name,description,brand,color,currency,price,availability,images,avg_rating,review_count,scraped_at,url
Solid Swim Shorts,"Stay comfortable while snorkelling in a coral reef or walking on the beach in these adidas swim shorts. The woven material is lightweight and quick-drying as you move between the ocean and your warm towel. Mesh inner briefs provide coverage and support. 

This product is made with Primegreen, a series of high-performance recycled materials.",adidas,Gold,USD,20.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d141e1817aee4401af66ad1200ce0e02_9366/Solid_Swim_Shorts_Gold_GU0305_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ed6afac3b8f24407b28aad1200ce150e_9366/Solid_Swim_Shorts_Gold_GU0305_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4a9263d72cf64f69868cad1200ce1ea1_9366/Solid_Swim_Shorts_Gold_GU0305_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/0a642fbad22c4b2cb995ad1700f9297e_9366/Solid_Swim_Shorts_Gold_GU0305_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ea470013e5ee444baa95ad1200ce290d_9366/Solid_Swim_Shorts_Gold_GU0305_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/72cc79df849d453ba5b4ad1200ce3133_9366/Solid_Swim_Shorts_Gold_GU0305_42_detail.jpg",4.6,70.0,2021-10-23 17:52:09.254218,https://www.adidas.com/us/solid-swim-shorts/GU0305.html
Graphic Tee and Shorts Set,"With all that attitude, your little star is destined for big things. Big goals, dreams and ideas. For now, let's stick with big laughs, smiles and wobbly adventures in the park. Match their attitude with this toddlers' set from adidas. It's cozy, comfy and super sporty. You might want to get them a football to match.",adidas,Red,USD,26.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4d20696a62e24e5a949eac79015f508c_9366/Graphic_Tee_and_Shorts_Set_Red_EX3625_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f6dd99ce34214fa7b7a5ac79015efee8_9366/Graphic_Tee_and_Shorts_Set_Red_EX3625_03_laydown_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ffed40e59e5e4923a70fac790161bb78_9366/Graphic_Tee_and_Shorts_Set_Red_EX3625_04_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/833de9f5deff4b259952ac79016004a3_9366/Graphic_Tee_and_Shorts_Set_Red_EX3625_05_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c8bdef8c55c747a89451ac7901638b9e_9366/Graphic_Tee_and_Shorts_Set_Red_EX3625_06_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a86e7c73ff4a40188d7eac7901651d1a_9366/Graphic_Tee_and_Shorts_Set_Red_EX3625_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c0ae1f03df1249bb83ccac7901673a99_9366/Graphic_Tee_and_Shorts_Set_Red_EX3625_42_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/426a758f0abb4fb0b7bcac79015e8e4c_9366/Graphic_Tee_and_Shorts_Set_Red_EX3625_43_detail.jpg",5.0,1.0,2021-10-23 17:51:46.651226,https://www.adidas.com/us/graphic-tee-and-shorts-set/EX3625.html
X9000L4 Shoes,"A few miles can be enough to reset your mind. These adidas running shoes keep you feeling good on short- to mid-distance runs. They ride on a full-length Boost midsole, which returns energy with every stride. The design draws inspiration from the virtual realm, with shocks of color and semi-translucent details that are reminiscent of a glowing screen. A glitched pattern on the outsole offers grippy traction on city streets.",adidas,Black,USD,98.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c65dde2949dc4889bcb3acb800f44fd0_9366/X9000L4_Shoes_Black_S23667_01_standard.jpg~https://assets.adidas.com/videos/w_600,f_auto,q_auto/af8098d8690f4f54af3bad11007863b1_d98c/X9000L4_Shoes_Black_S23667_video.jpg~https://assets.adidas.com/videos/w_600,f_auto,q_auto/358bddbf359c4825abb1ad6c009adfcf_d98c/X9000L4_Shoes_Black_S23667_video.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4a209e38baca47f2b4baad0c00c4acde_9366/X9000L4_Shoes_Black_S23667_010_hover_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ff0b542a12c143cda3f2acb800f47405_9366/X9000L4_Shoes_Black_S23667_012_hover_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/250a5772dad543328912acb800f45b9f_9366/X9000L4_Shoes_Black_S23667_02_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/fa069bf7442f49e58448acb800f46185_9366/X9000L4_Shoes_Black_S23667_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/905196d07c2b4abfbdc7acb800f467cb_9366/X9000L4_Shoes_Black_S23667_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4066865b948140ca9e5facb800f46c62_9366/X9000L4_Shoes_Black_S23667_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ec46f0408faa47ff9bafacb800f455eb_9366/X9000L4_Shoes_Black_S23667_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c870403fd4104342b07dacb800f48dc9_9366/X9000L4_Shoes_Black_S23667_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c375a3eac60c4fc484a6acb800f477d8_9366/X9000L4_Shoes_Black_S23667_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8d97c852c5c143339351acb800f47e74_9366/X9000L4_Shoes_Black_S23667_42_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4b1c27ab76604f369b6eacb800f48438_9366/X9000L4_Shoes_Black_S23667_43_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3d34edc3115e477f80b1ad1e000e8910_9366/X9000L4_Shoes_Black_S23667_44_detail.jpg",4.5,21.0,2021-10-23 17:50:47.301751,https://www.adidas.com/us/x9000l4-shoes/S23667.html
Nike College (Georgia), You know exactly who your team is. Make sure everyone else does in the Georgia T-Shirt. It has a large school logo on a casual cut to show your unmistakable Bulldogs pride.Product DetailsLoose fit for a roomy feel100% cottonMachine washImportedShown: University RedStyle: DR7469-657,Nike,University Red,USD,35.0,InStock,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/20648def-8dc7-4bbe-8a06-468be2f7614e/georgia-womens-cropped-t-shirt-q6NNTN.png",,,20/09/2022 23:45:26,https://www.nike.com/t/georgia-womens-cropped-t-shirt-q6NNTN
ZX 2K Boost 2.0 Shoes,ZXience expands the ZX universe with a glow. Step into the ZX 2K BOOST 2.0 to experience the cushioned comfort of the wrapped Boost midsole. Embrace the glow of the upper's bold luminous design. Eyes may widen. Embrace all sensations.,adidas,Green,USD,105.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ca444170d4944211abf8ad1e00d3c386_9366/ZX_2K_Boost_2.0_Shoes_Green_GZ7826_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/16d9361c21ff4a2f8f06ad1e00d3d1eb_9366/ZX_2K_Boost_2.0_Shoes_Green_GZ7826_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/03e4d397a183403b8e6bad1e00d3d848_9366/ZX_2K_Boost_2.0_Shoes_Green_GZ7826_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/587b127815764caa96fbad1e00d3e09c_9366/ZX_2K_Boost_2.0_Shoes_Green_GZ7826_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ed9c96cb4c2f483da843ad1e00d3e6df_9366/ZX_2K_Boost_2.0_Shoes_Green_GZ7826_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d06012f7784749728f9bad1e00d3cb13_9366/ZX_2K_Boost_2.0_Shoes_Green_GZ7826_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7c6c5da61e424b2f9b58ad1e00db8521_9366/ZX_2K_Boost_2.0_Shoes_Green_GZ7826_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2e09b3ff20274413b4cdad1e00d3ee22_9366/ZX_2K_Boost_2.0_Shoes_Green_GZ7826_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/1f3e3643da15409fa7c2ad1e00d3f4ef_9366/ZX_2K_Boost_2.0_Shoes_Green_GZ7826_42_detail.jpg",4.7,58.0,2021-10-23 17:50:25.427791,https://www.adidas.com/us/zx-2k-boost-2.0-shoes/GZ7826.html
X Ghosted.3 Laceless Firm Ground Cleats,"The only thing that makes defenders sweat more than seeing you on the pitch? Not seeing you at all. Pull on X Ghosted and discover next-level speed. The stretchy tongue on these adidas soccer cleats means you'll get into them without a glitch. Lightweight and laceless, the mesh upper hugs the foot so you're securely strapped in for every sprint. The low-cut silhouette with signature Clawcollar shape locks your foot in for match-long stability and support.",adidas,Pink,USD,80.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f654ee6f1c814addb2bbac720104e2bb_9366/X_Ghosted.3_Laceless_Firm_Ground_Cleats_Pink_FW6968_01_standard.jpg~https://assets.adidas.com/videos/w_600,f_auto,q_auto/932759d9f212411cb787ad2f00d5c4af_d98c/X_Ghosted.3_Laceless_Firm_Ground_Cleats_Pink_FW6968_video.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ecb9ec6243cc451eacebac720104ec66_9366/X_Ghosted.3_Laceless_Firm_Ground_Cleats_Pink_FW6968_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7a909e5a34224c7cbab0ac720104f2e1_9366/X_Ghosted.3_Laceless_Firm_Ground_Cleats_Pink_FW6968_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/1bcdb98d39f44254a4e2ac720104f5eb_9366/X_Ghosted.3_Laceless_Firm_Ground_Cleats_Pink_FW6968_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/db367b45a2454816b730ac720104faf1_9366/X_Ghosted.3_Laceless_Firm_Ground_Cleats_Pink_FW6968_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/911c2de63b27424493ceac720104e961_9366/X_Ghosted.3_Laceless_Firm_Ground_Cleats_Pink_FW6968_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/bf17d7fd95ef4d66ba49ac7201050d49_9366/X_Ghosted.3_Laceless_Firm_Ground_Cleats_Pink_FW6968_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/9bd4aac7dede47ac8b3dac7201050189_9366/X_Ghosted.3_Laceless_Firm_Ground_Cleats_Pink_FW6968_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e54ea328e98341f39d03ac72010506a3_9366/X_Ghosted.3_Laceless_Firm_Ground_Cleats_Pink_FW6968_42_detail.jpg",4.4,281.0,2021-10-23 17:52:24.825325,https://www.adidas.com/us/x-ghosted.3-laceless-firm-ground-cleats/FW6968.html
Grand Court SE Shoes,Vintage vibes. New soul. These shoes have a clean and contemporary design with the bones of '70s-era tennis trainers. This version has soft suede overlays and adidas-print laces.,adidas,White,USD,52.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6650f81809b7414abffbacd100e4bc50_9366/Grand_Court_SE_Shoes_White_H02029_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d0ae0da2a28e483da66facd100e4ca2c_9366/Grand_Court_SE_Shoes_White_H02029_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/57001efd8fe644e39541acd100e4d146_9366/Grand_Court_SE_Shoes_White_H02029_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/9b616366e41a4d9291e2acd100e4d805_9366/Grand_Court_SE_Shoes_White_H02029_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b897771ff2474a92bb2facd100e4dea5_9366/Grand_Court_SE_Shoes_White_H02029_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/1766b9232ab74b3c9aa9acd100e4c2f1_9366/Grand_Court_SE_Shoes_White_H02029_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/34df9af7974f440f9203acd100e4e619_9366/Grand_Court_SE_Shoes_White_H02029_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/9b31d9d374204510b109acd100e4ec86_9366/Grand_Court_SE_Shoes_White_H02029_42_detail.jpg",4.8,165.0,2021-10-23 17:51:19.130341,https://www.adidas.com/us/grand-court-se-shoes/H02029.html
Nike Dri-FIT Sideline Velocity Lockup (NFL Buffalo Bills),"EXCEPTIONAL COMFORT.The Nike Dri-FIT Sideline Velocity Lockup (NFL Buffalo Bills) T-Shirt combines sweat-wicking technology with a bold team design to help give you a reliable look and feel while on the move.BenefitsNike Dri-FIT technology helps you stay dry, comfortable and focused.Jersey fabric has a soft, lightweight feel.Product Details100% polyesterMachine washImportedShown: RoyalStyle: NS184DA81-63S",Nike,Royal,USD,40.0,InStock,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/f94d221b-1e76-4cbf-9e87-ec97eb82b9bf/dri-fit-sideline-velocity-lockup-buffalo-bills-womens-t-shirt-Qnkls2.png",,,20/09/2022 23:42:33,https://www.nike.com/t/dri-fit-sideline-velocity-lockup-buffalo-bills-womens-t-shirt-Qnkls2
Racer TR21 Shoes,"Stay comfortable and light on your feet through every step of your day in these shoes. Running-inspired cushioning is lightweight underfoot. The 3-Stripes design brings classic adidas style to any look. 

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",adidas,Blue,USD,60.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/63160044a8234fb3833ead180160b0a4_9366/Racer_TR21_Shoes_Blue_GZ8193_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/feb2d348d5fe4e539a88ad180160bbab_9366/Racer_TR21_Shoes_Blue_GZ8193_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e9a7aab16e0f495d8d97ad180160c20e_9366/Racer_TR21_Shoes_Blue_GZ8193_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3ffce2a1c17e4367b774ad180160c9b0_9366/Racer_TR21_Shoes_Blue_GZ8193_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c549c392b59a48848b00ad180160d2ef_9366/Racer_TR21_Shoes_Blue_GZ8193_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e2124163ff554d47b221ad180160b778_9366/Racer_TR21_Shoes_Blue_GZ8193_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d8fcbc8c2e3f4e30ae0dad180160e7da_9366/Racer_TR21_Shoes_Blue_GZ8193_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/754c1f1071e847d4bb3cad180160d9a2_9366/Racer_TR21_Shoes_Blue_GZ8193_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3727ae33270b4789afd4ad180160de06_9366/Racer_TR21_Shoes_Blue_GZ8193_42_detail.jpg",4.6,377.0,2021-10-23 17:51:38.570564,https://www.adidas.com/us/racer-tr21-shoes/GZ8193.html
Kaptir Super Shoes,"While there's no mistaking the look of classic adidas running style in these sneakers, they're clearly here to deliver in the present with a vibe that's both sleek and sporty. Unmissable Boost in the heel gives them a distinctive look and brings endless energy to your step. Strap these on for a smooth ride on the busiest of days.",adidas,Black,USD,72.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/aa7c4c8283b0405c8581ad200041cc09_9366/Kaptir_Super_Shoes_Black_Q46281_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/9f66d1a197f54c579118ad200041da29_9366/Kaptir_Super_Shoes_Black_Q46281_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/71256acc0ab940ccb92ead200046e3b5_9366/Kaptir_Super_Shoes_Black_Q46281_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c7a0f86bd4f044e9805cad200046f0c7_9366/Kaptir_Super_Shoes_Black_Q46281_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2dc61431b38048c3a89bad200046fca4_9366/Kaptir_Super_Shoes_Black_Q46281_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b05e8ab663714b22bf5ead200041d398_9366/Kaptir_Super_Shoes_Black_Q46281_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/486d02967bff4773a107ad20004719aa_9366/Kaptir_Super_Shoes_Black_Q46281_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/fae2b1aec9ce41d8aa67ad20004706fa_9366/Kaptir_Super_Shoes_Black_Q46281_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/60d962302bf14466a8a0ad2000470eb9_9366/Kaptir_Super_Shoes_Black_Q46281_42_detail.jpg",4.2,319.0,2021-10-23 17:51:36.822624,https://www.adidas.com/us/kaptir-super-shoes/Q46281.html
ZX 2K Boost 2.0 Shoes,ZXience expands the ZX universe with a glow. Step into the ZX 2K BOOST 2.0 to experience the cushioned comfort of the wrapped Boost midsole. Embrace the glow of the upper's bold luminous design. Eyes may widen. Embrace all sensations.,adidas,White,USD,105.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0a9e3d5975a54531a022ad0a0080c97d_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7823_01_standard.jpg~https://assets.adidas.com/videos/w_600,f_auto,q_auto/a30c65c9355a4a7aaf26ad1e01334997_d98c/ZX_2K_Boost_2.0_Shoes_White_GZ7823_video.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/fbd8c79319e34546a8a7ad0a0080d6c7_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7823_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d57a7935f44945d8a08dad0a0080ddfd_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7823_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/486850f5c723448aaea8ad0a0080e3ff_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7823_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3fd4d59b29264dcebce6ad0a0080eab3_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7823_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/236feebd84604bc9be0fad0a0080d04b_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7823_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8deaf0b8d35c4f969ad7ad0a0080f3ef_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7823_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b7f78010ef3947328071ad0a00a30dc9_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7823_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/1a9c35469f3142b780eead0a00a31509_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7823_42_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/05efe3a1a00846e9a60bad1e013394c9_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7823_HM1.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f39446b4b70544d6ae24ad1e01364087_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7823_HM3.jpg",4.7,58.0,2021-10-23 17:50:23.816688,https://www.adidas.com/us/zx-2k-boost-2.0-shoes/GZ7823.html
Adicolor Essentials Trefoil Swim Shorts,"Always ready to jump in the water. Pull on these perfectly classic adidas swim shorts and head out feeling carefree and ready for whatever comes your way. A back pocket holds your essentials. Just make sure to take them out when you find a pool to jump in.

This product is made with Primegreen, a series of high-performance recycled materials.",adidas,Yellow,USD,28.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f35cd3d9d171473aaecfad1000f5f59d_9366/Adicolor_Essentials_Trefoil_Swim_Shorts_Yellow_H35501_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/5d4d5e70e4ce48b1b6a9ad1000f5fc93_9366/Adicolor_Essentials_Trefoil_Swim_Shorts_Yellow_H35501_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8281361570804db29180ad1000f60497_9366/Adicolor_Essentials_Trefoil_Swim_Shorts_Yellow_H35501_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/cf6609507ccc4e38977aad1f0112bad4_9366/Adicolor_Essentials_Trefoil_Swim_Shorts_Yellow_H35501_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2b0a2d943c5e41b18583ad1000f60d18_9366/Adicolor_Essentials_Trefoil_Swim_Shorts_Yellow_H35501_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d2911a0d914045028971ad1000f61523_9366/Adicolor_Essentials_Trefoil_Swim_Shorts_Yellow_H35501_42_detail.jpg",4.8,23.0,2021-10-23 17:52:30.150359,https://www.adidas.com/us/adicolor-essentials-trefoil-swim-shorts/H35501.html
Badge of Sport Classic Tee (Plus size),"Whether you're running to the gym or sprinting through your errands, you want to stay comfortable through it all. This adidas tee is made with moisture-absorbing AEROREADY to keep your back feeling dry. An elongated hem with side slits offers styling versatility.

By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,Purple,USD,20.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/156553607731434588adad0a0025002b_9366/Badge_of_Sport_Classic_Tee_(Plus_size)_Purple_HA3054_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/fec47bc3a8cd4bce86ffad0a00224891_9366/Badge_of_Sport_Classic_Tee_(Plus_size)_Purple_HA3054_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d9c8f5724bc74619b3afad0a0017e98a_9366/Badge_of_Sport_Classic_Tee_(Plus_size)_Purple_HA3054_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ebc71900b3e243f99e8cad030028818d_9366/Badge_of_Sport_Classic_Tee_(Plus_size)_Purple_HA3054_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7bbc93ade7364bfa8b12ad0a002ade23_9366/Badge_of_Sport_Classic_Tee_(Plus_size)_Purple_HA3054_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8818f9d3580b45bf8957ad0a00290382_9366/Badge_of_Sport_Classic_Tee_(Plus_size)_Purple_HA3054_42_detail.jpg",4.3,27.0,2021-10-23 17:50:43.363002,https://www.adidas.com/us/badge-of-sport-classic-tee-plus-size/HA3054.html
Essentials Loose Logo Tank Top,"What's on the agenda? Whether it's a quick lunch hour workout or a casual hang, you're covered with this adidas tank top. The fit is not too tight and not too loose — just perfectly comfortable. The high neck keeps things covered up front, and the racerback shows off your sports bra while also making sure you have a full range of motion.",adidas,White,USD,20.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/9f081356674948ca99f3ac820134738c_9366/Essentials_Loose_Logo_Tank_Top_White_GL0567_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/073eada09b714f159831ac82013481bf_9366/Essentials_Loose_Logo_Tank_Top_White_GL0567_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/94b02b5a0084407ba953ac8201349161_9366/Essentials_Loose_Logo_Tank_Top_White_GL0567_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3e58dd8514c940148138ac7200255c1a_9366/Essentials_Loose_Logo_Tank_Top_White_GL0567_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/23c4d81504b04eab8a17ac8400d04593_9366/Essentials_Loose_Logo_Tank_Top_White_GL0567_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3c11d200033f48358c31ac8400d055d9_9366/Essentials_Loose_Logo_Tank_Top_White_GL0567_42_detail.jpg",4.8,116.0,2021-10-23 17:50:21.022667,https://www.adidas.com/us/essentials-loose-logo-tank-top/GL0567.html
Brand Love Slanted Logo Boyfriend Tee,No one sees the world quite like you do. This adidas t-shirt lets you put your own slant on sporty style. Soft cotton jersey doesn't skimp on comfort. It's cut loose for a modern fit. An adidas Badge of Sport logo tilted on its side will pop in your next dance video.,adidas,Purple,USD,23.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3dbaf461c1cf44469a7ead1f01078a03_9366/Brand_Love_Slanted_Logo_Boyfriend_Tee_Purple_H10198_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d2a27183710d4c379a5aad1f010790ea_9366/Brand_Love_Slanted_Logo_Boyfriend_Tee_Purple_H10198_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f13b2ea7b3024274ab67ad1f01079824_9366/Brand_Love_Slanted_Logo_Boyfriend_Tee_Purple_H10198_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ff642a5ec2144c1a83bfad1f0107b82c_9366/Brand_Love_Slanted_Logo_Boyfriend_Tee_Purple_H10198_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/11b98a8c99af4dc7badaad1f0107a133_9366/Brand_Love_Slanted_Logo_Boyfriend_Tee_Purple_H10198_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/56fb13c61f7743a9a946ad1f0107aac0_9366/Brand_Love_Slanted_Logo_Boyfriend_Tee_Purple_H10198_42_detail.jpg",4.6,7.0,2021-10-23 17:51:54.830256,https://www.adidas.com/us/brand-love-slanted-logo-boyfriend-tee/H10198.html
Response Super 2.0 Shoes,"Move through your day feeling comfortable and ready for anything with these adidas running shoes. A mesh upper is breathable, keeping your feet fresh even on warm days. Energized cushioning puts a spring in every step you take.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,Black,USD,81.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2eaea7214f9443e486fbad1f01892346_9366/Response_Super_2.0_Shoes_Black_H04565_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3aba5d8f1ac94607bddfad1f01893075_9366/Response_Super_2.0_Shoes_Black_H04565_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c4e89ce1410f4df68efcad1f01893729_9366/Response_Super_2.0_Shoes_Black_H04565_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4b0d689bc45840b2ad37ad1f01893df3_9366/Response_Super_2.0_Shoes_Black_H04565_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/86461d9a21344a5ebbf9ad1f0189458f_9366/Response_Super_2.0_Shoes_Black_H04565_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/426031ddb183471990c0ad1f018929b2_9366/Response_Super_2.0_Shoes_Black_H04565_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b5c4b3cc662c4daa9d64ad1f01895f01_9366/Response_Super_2.0_Shoes_Black_H04565_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/44717aa96c1c4efbb023ad1f01894de3_9366/Response_Super_2.0_Shoes_Black_H04565_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a67dab554de8468da979ad1f018954e2_9366/Response_Super_2.0_Shoes_Black_H04565_42_detail.jpg",4.5,94.0,2021-10-23 17:51:38.804806,https://www.adidas.com/us/response-super-2.0-shoes/H04565.html
